Chinese name,code name,OverrideNameTextID,NamePrefixID,OverridePartnerSkillTextID,IsPal,Tribe,BPClass,Pictorial ID,ZukanIndexSuffix,Size,rarity,Element 1,Element 2,GenusCategory,Organization,weapon,WeaponEquip,HP,melee attack,Remote attack,defense,support,CraftSpeed,(being) damage multiplier,Capture probability,Experience multiplier,price,AIRResponse,AISightResponse,slow walking speed,walking speed,running speed,Riding sprint speed,Handling speed,IsBoss,IsTowerBoss,BattleBGM,IgnoreLeanBack,IgnoreBlowAway,MaxFullStomach,FullStomachDecreaseRate,FoodAmount,ViewingDistance,ViewingAngle,HearingRate,NooseTrap,Nocturnal,BiologicalGrade,Predator,Edible,endurance,Male probability,fecundity,Breathing fire,watering,planting,generate electricity,manual,collection,logging,Mining,OilExtraction (not shown in game),pharmaceutical,cool down,carry,pasture,Passive skill 1,Passive skill 2,Passive skill 3,Passive skill 4
blowing snow fox,BOSS_IceFox,PAL_NAME_IceFox,BOSS_NAME_IceFox,PARTNERSKILL_IceFox,TRUE,EPalTribeID::IceFox,BOSS_IceFox,-1,,XL,5,Ice,None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,100,95,105,100,100,20%,70%,10,3730,NotInterested,None,65,130,600,750,315,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,760,0,0,0,0,0,0,0,0,0,0,2,0,0,None,None,None,None
Winter Caller,BOSS_IceHorse,PAL_NAME_IceHorse,BOSS_NAME_IceHorse,PARTNERSKILL_IceHorse,TRUE,EPalTribeID::IceHorse,BOSS_IceHorse,-1,,XL,20,Ice,None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,420,100,140,120,70,100,10%,70%,10,8440,Boss,None,120,120,1000,1600,440,TRUE,FALSE,EPalBattleBGMType::Legend,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,FALSE,TRUE,300,50,120,0,0,0,0,0,0,0,0,0,0,4,0,0,Legend,ElementBoost_Ice_2_PAL,None,None
Night Caller,BOSS_IceHorse_Dark,PAL_NAME_IceHorse_Dark,BOSS_NAME_IceHorse_Dark,PARTNERSKILL_IceHorse_Dark,TRUE,EPalTribeID::IceHorse_Dark,BOSS_IceHorse_Dark,-1,,XL,20,Dark,None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,420,100,140,135,70,100,10%,70%,10,8560,Boss,None,120,120,1000,1600,440,TRUE,FALSE,EPalBattleBGMType::Legend,FALSE,FALSE,475,1,7,25,90,1,FALSE,TRUE,9,FALSE,TRUE,300,50,100,0,0,0,0,0,4,0,0,0,0,0,0,0,Legend,None,None,None
Vortex Dragon,BOSS_JetDragon,PAL_NAME_JetDragon,BOSS_NAME_JetDragon,PARTNERSKILL_JetDragon,TRUE,EPalTribeID::JetDragon,BOSS_JetDragon,-1,,XL,20,Dragon,None,EPalGenusCategoryType::Dragon,EPalOrganizationType::None,EPalWeaponType::None,FALSE,330,100,140,110,100,100,10%,70%,10,8680,Boss,None,600,800,1700,3300,1250,TRUE,FALSE,EPalBattleBGMType::Legend,FALSE,FALSE,600,1,9,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,90,0,0,0,0,0,3,0,0,3,0,0,0,0,Legend,ElementBoost_Dragon_2_PAL,None,None
Shui Linger,BOSS_Kelpie,PAL_NAME_Kelpie,BOSS_NAME_Kelpie,PARTNERSKILL_Kelpie,TRUE,EPalTribeID::Kelpie,BOSS_Kelpie,-1,,L,1,Water,None,EPalGenusCategoryType::Dragon,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,100,70,70,100,100,20%,70%,10,1260,NotInterested,None,50,100,700,900,400,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,100,1,1,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1260,0,1,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
Huo Linger,BOSS_Kelpie_Fire,PAL_NAME_Kelpie_Fire,BOSS_NAME_Kelpie_Fire,PARTNERSKILL_Kelpie_Fire,TRUE,EPalTribeID::Kelpie_Fire,BOSS_Kelpie_Fire,-1,,L,2,Fire,None,EPalGenusCategoryType::Dragon,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,100,70,70,100,100,20%,70%,10,1240,NotInterested,None,50,100,700,900,400,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,100,1,1,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1270,1,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
King Melupa,BOSS_KingAlpaca,PAL_NAME_KingAlpaca,BOSS_NAME_KingAlpaca,PARTNERSKILL_KingAlpaca,TRUE,EPalTribeID::KingAlpaca,BOSS_KingAlpaca,-1,,XL,8,Normal,None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,120,100,85,90,100,100,20%,70%,10,5800,NotInterested,None,80,80,500,800,290,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,90,470,0,0,0,0,0,1,0,0,0,0,0,0,0,None,None,None,None
冰帝美露帕,BOSS_KingAlpaca_Ice,PAL_NAME_KingAlpaca_Ice,BOSS_NAME_KingAlpaca_Ice,PARTNERSKILL_KingAlpaca_Ice,TRUE,EPalTribeID::KingAlpaca_Ice,BOSS_KingAlpaca_Ice,-1,,XL,9,Ice,None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,120,100,85,90,100,100,20%,70%,10,6100,NotInterested,None,80,80,500,800,290,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,90,440,0,0,0,0,0,1,0,0,0,0,3,0,0,None,None,None,None
焰煌,BOSS_KingBahamut,PAL_NAME_KingBahamut,BOSS_NAME_KingBahamut,PARTNERSKILL_KingBahamut,TRUE,EPalTribeID::KingBahamut,BOSS_KingBahamut,-1,,XL,9,Fire,None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,150,125,120,50,100,20%,70%,10,10520,Boss,None,150,400,700,1000,500,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,600,1,9,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,10,3,0,0,0,0,0,0,4,0,0,0,0,0,ElementBoost_Fire_2_PAL,None,None,None
雷角马,BOSS_Kirin,PAL_NAME_Kirin,BOSS_NAME_Kirin,PARTNERSKILL_Kirin,TRUE,EPalTribeID::Kirin,BOSS_Kirin,-1,,XL,5,Electricity,None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,110,105,105,100,100,20%,63%,10,4280,Boss,None,80,130,720,1200,425,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,680,0,0,0,2,0,0,1,0,0,0,0,0,0,None,None,None,None
火美狐,BOSS_Kitsunebi,PAL_NAME_Kitsunebi,BOSS_NAME_Kitsunebi,PARTNERSKILL_Kitsunebi,TRUE,EPalTribeID::Kitsunebi,BOSS_Kitsunebi,-1,,S,1,Fire,None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,65,70,75,70,100,100,40%,77%,10,2560,NotInterested,None,40,80,400,550,240,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1400,1,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
融焰娘,BOSS_LavaGirl,PAL_NAME_LavaGirl,BOSS_NAME_LavaGirl,PARTNERSKILL_LavaGirl,TRUE,EPalTribeID::LavaGirl,BOSS_LavaGirl,-1,,S,1,Fire,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,60,100,70,80,100,100,20%,77%,10,2500,NotInterested,None,65,98,250,375,140,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1405,1,0,0,0,1,0,0,0,0,0,0,1,1,None,None,None,None
趴趴 Catfish,BOSS_LazyCatfish,PAL_NAME_LazyCatfish,BOSS_NAME_LazyCatfish,PARTNERSKILL_LazyCatfish,TRUE,EPalTribeID::LazyCatfish,BOSS_LazyCatfish,-1,,XL,4,Earth,None,EPalGenusCategoryType::Fish,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,70,95,100,100,40%,70%,10,4690,NotInterested,None,100,150,450,600,300,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,300,1,4,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,895,0,1,0,0,0,0,0,2,1,0,0,1,0,None,None,None,None
佩克龙,BOSS_LazyDragon,PAL_NAME_LazyDragon,BOSS_NAME_LazyDragon,PARTNERSKILL_LazyDragon,TRUE,EPalTribeID::LazyDragon,BOSS_LazyDragon,-1,,XL,8,Dragon,Water,EPalGenusCategoryType::Monster,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,110,100,70,100,100,20%,70%,10,10240,Boss,None,40,60,650,900,150,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,280,0,2,0,0,0,0,0,0,0,0,0,1,0,PAL_FullStomach_Up_1,None,None,None
派克龙,BOSS_LazyDragon_Electric,PAL_NAME_LazyDragon_Electric,BOSS_NAME_LazyDragon_Electric,PARTNERSKILL_LazyDragon_Electric,TRUE,EPalTribeID::LazyDragon_Electric,BOSS_LazyDragon_Electric,-1,,XL,9,Dragon,Electricity,EPalGenusCategoryType::Monster,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,110,110,75,100,100,20%,70%,10,10380,Boss,None,40,60,650,900,150,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,270,0,0,0,3,0,0,0,0,0,0,0,1,0,None,None,None,None
百合女王,BOSS_LilyQueen,PAL_NAME_LilyQueen,BOSS_NAME_LilyQueen,PARTNERSKILL_LilyQueen,TRUE,EPalTribeID::LilyQueen,BOSS_LilyQueen,-1,,XL,9,Leaf,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,100,110,105,100,100,20%,70%,10,7160,Boss,None,60,100,450,550,275,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,400,1,6,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,30,250,0,0,4,0,3,2,0,0,0,3,0,0,0,ElementBoost_Leaf_2_PAL,None,None,None
黑月女王,BOSS_LilyQueen_Dark,PAL_NAME_LilyQueen_Dark,BOSS_NAME_LilyQueen_Dark,PARTNERSKILL_LilyQueen_Dark,TRUE,EPalTribeID::LilyQueen_Dark,BOSS_LilyQueen_Dark,-1,,XL,10,Dark,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,100,110,115,100,100,20%,70%,10,7610,Boss,None,60,100,450,550,275,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,400,1,6,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,30,210,0,0,0,0,3,2,0,0,0,3,0,0,0,None,None,None,None
荊棘魔仙,BOSS_LittleBriarRose,PAL_NAME_LittleBriarRose,BOSS_NAME_LittleBriarRose,PARTNERSKILL_LittleBriarRose,TRUE,EPalTribeID::LittleBriarRose,BOSS_LittleBriarRose,-1,,XL,1,Leaf,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,80,80,80,100,100,20%,70%,10,1140,NotInterested,None,50,100,400,550,250,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1320,0,0,1,0,1,1,0,0,0,2,0,1,0,None,None,None,None
朋克蜥,BOSS_LizardMan,PAL_NAME_LizardMan,BOSS_NAME_LizardMan,PARTNERSKILL_LizardMan,TRUE,EPalTribeID::LizardMan,BOSS_LizardMan,-1,,XL,2,Dark,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,90,80,50,100,100,40%,70%,10,1720,Boss,None,100,140,600,800,270,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,TRUE,9,TRUE,TRUE,100,50,1120,0,0,0,0,1,1,0,0,0,0,0,1,0,None,None,None,None
热血蜥,BOSS_LizardMan_Fire,PAL_NAME_LizardMan_Fire,BOSS_NAME_LizardMan_Fire,PARTNERSKILL_LizardMan_Fire,TRUE,EPalTribeID::LizardMan_Fire,BOSS_LizardMan_Fire,-1,,XL,3,Fire,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,90,80,50,100,100,20%,70%,10,1640,Boss,None,100,140,400,550,270,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,1140,1,0,0,0,1,1,0,0,0,0,0,1,0,None,None,None,None
狱焰王,BOSS_Manticore,PAL_NAME_Manticore,BOSS_NAME_Manticore,PARTNERSKILL_Manticore,TRUE,EPalTribeID::Manticore,BOSS_Manticore,-1,,XL,7,Fire,None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,105,100,110,80,100,100,20%,70%,10,4040,Boss,None,90,180,750,1000,465,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,710,3,0,0,0,0,0,2,0,0,0,0,0,0,None,None,None,None
狱阎王,BOSS_Manticore_Dark,PAL_NAME_Manticore_Dark,BOSS_NAME_Manticore_Dark,PARTNERSKILL_Manticore_Dark,TRUE,EPalTribeID::Manticore_Dark,BOSS_Manticore_Dark,-1,,XL,8,Fire,Dark,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,105,100,115,80,100,100,20%,70%,10,4360,Boss,None,60,90,750,1000,420,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,TRUE,9,TRUE,TRUE,100,50,670,3,0,0,0,0,0,2,0,0,0,0,0,0,None,None,None,None
新叶猿,BOSS_Monkey,PAL_NAME_Monkey,BOSS_NAME_Monkey,PARTNERSKILL_Monkey,TRUE,EPalTribeID::Monkey,BOSS_Monkey,-1,,S,1,Leaf,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,100,70,70,100,100,40%,77%,10,1280,NotInterested,None,48,48,300,400,174,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1250,0,0,1,0,1,1,1,0,0,0,0,1,0,None,None,None,None
毛掸儿,BOSS_MopBaby,PAL_NAME_MopBaby,BOSS_NAME_MopBaby,PARTNERSKILL_MopBaby,TRUE,EPalTribeID::MopBaby,BOSS_MopBaby,-1,,S,1,Ice,None,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,FALSE,60,100,60,60,100,100,40%,77%,10,1110,NotInterested,None,55,100,250,400,175,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1300,0,0,0,0,0,1,0,0,0,0,1,0,0,None,None,None,None
毛老爹,BOSS_MopKing,PAL_NAME_MopKing,BOSS_NAME_MopKing,PARTNERSKILL_MopKing,TRUE,EPalTribeID::MopKing,BOSS_MopKing,-1,,XL,6,Ice,None,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,90,90,100,100,40%,70%,10,6000,NotInterested,None,60,120,300,600,210,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,410,0,0,0,0,0,2,0,0,0,0,2,0,0,None,None,None,None
秘斯媞雅,BOSS_Mutant,PAL_NAME_Mutant,BOSS_NAME_Mutant,PARTNERSKILL_Mutant,TRUE,EPalTribeID::Mutant,BOSS_Mutant,-1,,XL,6,Normal,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,80,100,90,100,100,20%,70%,10,1760,Boss,None,80,130,500,650,315,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1110,0,0,0,0,3,1,0,0,0,0,0,1,0,None,None,None,None
笑魇猫,BOSS_NaughtyCat,PAL_NAME_NaughtyCat,BOSS_NAME_NaughtyCat,PARTNERSKILL_NaughtyCat,TRUE,EPalTribeID::NaughtyCat,BOSS_NaughtyCat,-1,,XL,6,Normal,None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,100,80,80,100,100,20%,70%,10,5510,NotInterested,None,32,64,600,900,332,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,300,1,4,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,510,0,0,0,0,0,2,0,0,0,0,0,0,0,None,None,None,None
瞅什魔,BOSS_NegativeKoala,PAL_NAME_NegativeKoala,BOSS_NAME_NegativeKoala,PARTNERSKILL_NegativeKoala,TRUE,EPalTribeID::NegativeKoala,BOSS_NegativeKoala,-1,,M,1,Dark,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,70,70,70,100,100,40%,70%,10,1050,Boss,None,10,10,300,400,100,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,TRUE,9,FALSE,TRUE,100,50,1380,0,0,0,0,1,0,0,1,0,0,0,1,0,None,None,None,None
勾魂鱿,BOSS_NegativeOctopus,PAL_NAME_NegativeOctopus,BOSS_NAME_NegativeOctopus,PARTNERSKILL_NegativeOctopus,TRUE,EPalTribeID::NegativeOctopus,BOSS_NegativeOctopus,-1,,XL,1,Dark,None,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,FALSE,60,100,60,70,100,100,40%,70%,10,1200,NotInterested,None,60,120,400,550,260,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,TRUE,9,FALSE,TRUE,100,50,1290,0,0,0,0,0,1,0,0,0,0,0,2,0,None,None,None,None
露娜蒂,BOSS_NightFox,PAL_NAME_NightFox,BOSS_NAME_NightFox,PARTNERSKILL_NightFox,TRUE,EPalTribeID::NightFox,BOSS_NightFox,-1,,M,6,Dark,None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,75,70,85,70,140,100,40%,70%,10,1480,NotInterested,None,30,60,300,500,164,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1180,0,0,0,0,0,1,0,0,0,0,0,0,0,None,None,None,None
企丸丸,BOSS_Penguin,PAL_NAME_Penguin,BOSS_NAME_Penguin,PARTNERSKILL_Penguin,TRUE,EPalTribeID::Penguin,BOSS_Penguin,-1,,M,1,Ice,Water,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,70,75,70,100,100,40%,63%,10,1080,NotInterested,None,30,60,500,650,265,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1350,0,1,0,0,1,0,0,0,0,0,1,1,0,None,None,None,None
捣蛋猫,BOSS_PinkCat,PAL_NAME_PInkCat,BOSS_NAME_PinkCat,PARTNERSKILL_PinkCat,TRUE,EPalTribeID::PinkCat,BOSS_PinkCat,-1,,M,1,Normal,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,70,70,70,100,100,40%,105%,10,1000,NotInterested,None,30,60,400,550,160,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1460,0,0,0,0,1,1,0,1,0,0,0,1,0,PAL_ALLAttack_down1,None,None,None
does not appear in the game,BOSS_PinkKangaroo,PAL_NAME_PinkKangaroo,BOSS_NAME_PinkKangaroo,PARTNERSKILL_PinkKangaroo,TRUE,EPalTribeID::PinkKangaroo,BOSS_PinkKangaroo,-1,,XL,0,Normal,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,20%,70%,10,3660,Boss,None,-1,-1,-1,-1,-1,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
fraternity lizard,BOSS_PinkLizard,PAL_NAME_PinkLizard,BOSS_NAME_PinkLizard,PARTNERSKILL_PinkLizard,TRUE,EPalTribeID::PinkLizard,BOSS_PinkLizard,-1,,XL,5,Normal,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,120,70,70,70,140,100,20%,70%,10,2450,Boss,None,90,170,750,850,460,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,TRUE,9,FALSE,TRUE,100,30,940,0,0,0,0,2,0,0,1,0,2,0,2,0,ElementResist_Normal_1_PAL,None,None,None
Ji Xiaotu,BOSS_PinkRabbit,PAL_NAME_PinkRabbit,BOSS_NAME_PinkRabbit,PARTNERSKILL_PinkRabbit,TRUE,EPalTribeID::PinkRabbit,BOSS_PinkRabbit,-1,,S,1,Normal,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,75,100,65,70,100,100,20%,70%,10,1160,NotInterested,None,50,100,245,350,172,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1310,0,0,0,0,1,1,0,0,0,0,0,1,0,None,None,None,None
Ye NiNi,BOSS_PlantSlime,PAL_NAME_PlantSlime,BOSS_NAME_PlantSlime,PARTNERSKILL_PlantSlime,TRUE,EPalTribeID::PlantSlime,BOSS_PlantSlime,-1,,XL,1,Earth,Leaf,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,100,70,70,100,100,40%,91%,10,1310,NotInterested,None,50,50,300,400,175,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,100,1,1,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1240,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,None,None
Ye NiNi,BOSS_PlantSlime_Flower,PAL_NAME_PlantSlime,BOSS_NAME_PlantSlime,PARTNERSKILL_PlantSlime,TRUE,EPalTribeID::PlantSlime,BOSS_PlantSlime_Flower,-1,,XL,1,Earth,Leaf,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,100,70,70,100,100,40%,91%,10,1310,NotInterested,None,50,50,300,400,175,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,100,1,1,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1240,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,None,None
queen bee,BOSS_QueenBee,PAL_NAME_QueenBee,BOSS_NAME_QueenBee,PARTNERSKILL_QueenBee,TRUE,EPalTribeID::QueenBee,BOSS_QueenBee,-1,,XL,8,Leaf,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,100,105,100,100,100,20%,70%,10,6830,Boss,None,150,250,450,550,350,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,10,330,0,0,2,0,2,2,1,0,0,2,0,0,0,None,None,None,None
Thunder Boy,BOSS_RaijinDaughter,PAL_NAME_RaijinDaughter,BOSS_NAME_RaijinDaughter,PARTNERSKILL_RaijinDaughter,TRUE,EPalTribeID::RaijinDaughter,BOSS_RaijinDaughter,-1,,XL,2,Electricity,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,110,80,70,100,100,20%,70%,10,1390,NotInterested,None,120,200,400,550,300,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,20,1210,0,0,0,1,1,0,0,0,0,0,0,1,0,None,None,None,None
Flamingo,BOSS_RedArmorBird,PAL_NAME_RedArmorBird,BOSS_NAME_RedArmorBird,PARTNERSKILL_RedArmorBird,TRUE,EPalTribeID::RedArmorBird,BOSS_RedArmorBird,-1,,XL,7,Fire,None,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,FALSE,95,100,105,120,100,100,20%,70%,10,6720,Boss,None,100,200,800,1400,375,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,0,TRUE,TRUE,150,50,380,3,0,0,0,0,0,0,0,0,0,0,3,0,None,None,None,None
Feather Archer,BOSS_RobinHood,PAL_NAME_RobinHood,BOSS_NAME_RobinHood,PARTNERSKILL_RobinHood,TRUE,EPalTribeID::RobinHood,BOSS_RobinHood,-1,,XL,0,Leaf,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,100,105,80,100,100,20%,70%,10,2050,Boss,None,100,100,600,750,400,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1020,0,0,1,0,2,2,1,0,0,1,0,2,0,None,None,None,None
mountain shooter,BOSS_RobinHood_Ground,PAL_NAME_RobinHood_Ground,BOSS_NAME_RobinHood_Ground,PARTNERSKILL_RobinHood_Ground,TRUE,EPalTribeID::RobinHood_Ground,BOSS_RobinHood_Ground,-1,,XL,6,Leaf,Earth,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,100,105,80,100,100,20%,70%,10,2150,Boss,None,100,100,600,750,400,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1000,0,0,0,0,2,2,1,0,0,1,0,2,0,None,None,None,None
